Date,Price,Market Cap,Volume
2024-04-01 03:10:38,0.14237519305204646,4104761683.4293046,63111110.02206913
2024-04-01 04:03:28,0.1413940148695696,4076795672.170392,64670251.05782576
2024-04-01 05:02:09,0.14043912230887018,4046474705.000765,64614142.52494016
2024-04-01 06:05:30,0.1365556010930016,3934578656.6438084,83460546.91808908
2024-04-01 07:07:53,0.1376070788786448,3961420835.5601373,89350955.54252349
2024-04-01 08:04:23,0.1378447045534752,3975392261.804719,90786539.74103461
2024-04-01 09:12:46,0.13667336264185256,3928979386.7382092,94265284.84617954
2024-04-01 10:11:21,0.13619887887249768,3924300338.8602295,96500754.8356498
2024-04-01 11:01:59,0.13685290549658669,3943446212.870505,101551281.66884387
2024-04-01 12:06:12,0.1360324192418413,3925512280.416899,102744698.18890814
2024-04-01 13:04:25,0.13753846629593108,3953157484.381608,104272129.26855205
2024-04-01 14:09:14,0.13719033214043766,3961059115.35243,107547274.54907076
2024-04-01 15:07:15,0.13395473860084225,3867152309.8482842,116051375.71517283
2024-04-01 16:09:21,0.13302269450753423,3834222069.530467,125020383.42688063
2024-04-01 17:11:16,0.1330221345580318,3832768648.7824025,125014451.79162906
2024-04-01 18:14:08,0.1326929681730166,3826145169.911194,129212673.68236485
2024-04-01 19:11:07,0.13321668115081797,3838626687.4580703,129213118.9704524
2024-04-01 20:04:17,0.13442440750749202,3872919111.035867,132049052.11237082
2024-04-01 21:09:18,0.13442810757212612,3875005195.188979,135227437.73599762
2024-04-01 22:08:08,0.134725262890031,3884789051.4304013,132330359.88350815
2024-04-01 23:07:25,0.13536675102485268,3900843373.0584683,132198790.48904712
2024-04-02 00:12:12,0.13505050957269804,3893658111.957971,136130580.1426982
2024-04-02 01:03:21,0.13401595050223042,3867093702.3351226,132622810.64298977
2024-04-02 02:12:34,0.13547864715740005,3905479052.580149,134785771.59755394
2024-04-02 03:12:08,0.13134626159588622,3784305325.367518,152546403.23533604
2024-04-02 04:03:26,0.13036012135306113,3757925911.9645395,155725000.7687916
2024-04-02 05:08:17,0.1305713770102112,3765362910.6835313,153646368.36635032
2024-04-02 06:08:36,0.13075180631181405,3753842759.7542267,143955015.404381
2024-04-02 07:09:59,0.13139640744276862,3786743201.541808,135168346.45144114
2024-04-02 08:03:56,0.13082108558975325,3776063504.6754146,134189561.49809541
2024-04-02 09:08:57,0.12864015952870908,3733581309.225955,134733025.4650152
2024-04-02 10:08:20,0.1290611713266249,3721826847.4619355,137723750.6183661
2024-04-02 11:12:21,0.12850574613317803,3706232784.8489375,137532372.49516633
2024-04-02 12:04:19,0.12933588993414782,3718210233.109178,144057369.22055584
2024-04-02 13:06:04,0.12898725465439734,3711530784.6482286,139743269.2911137
2024-04-02 14:01:30,0.12798052048488806,3698375754.202026,145751775.16871473
2024-04-02 15:08:25,0.12966229124223444,3727212766.623712,135475121.65974027
2024-04-02 16:11:02,0.12791477493229422,3693330737.137569,129428438.03765914
2024-04-02 17:03:49,0.12869590885320054,3709951076.818664,129093292.66361636
2024-04-02 18:08:54,0.12880755025574062,3701117049.0444074,129058455.86976863
2024-04-02 19:07:58,0.1292506858854867,3727877224.3683763,125171848.5402441
2024-04-02 20:03:42,0.12939426577657623,3732153083.7571754,127444071.61183956
2024-04-02 21:04:00,0.1289294470516256,3717221342.8462768,125670589.62031502
2024-04-02 22:06:42,0.12868946894093194,3717080565.6148868,125613334.99828446
2024-04-02 23:02:45,0.12946032693246254,3734058456.7741895,128336534.72950253
2024-04-03 00:02:25,0.128644349876774,3712680440.3159904,125317085.13335733
2024-04-03 01:03:47,0.1276300787445303,3677952716.1149316,136291131.64200628
2024-04-03 02:07:34,0.12882019581415718,3716672265.6928234,131230806.00263336
2024-04-03 03:12:18,0.1284075990985365,3703799688.0733447,116068734.31790972
2024-04-03 04:11:27,0.12923017443061374,3729285390.521095,112263165.04795547
2024-04-03 05:09:26,0.1294191240175608,3736963052.700743,110968077.07248862
2024-04-03 06:09:56,0.12919147547047746,3723239203.282603,112614497.9476398
2024-04-03 07:03:32,0.12956528836988915,3735467135.6996684,113521450.70717755
2024-04-03 08:03:49,0.1294086278480234,3737195987.7433085,113873074.02007538
2024-04-03 09:10:53,0.1306024212378728,3766473976.410547,111933904.47121798
2024-04-03 10:08:54,0.13055015775896858,3767241096.2717943,108920894.04850526
2024-04-03 11:07:23,0.1297162397968794,3746037210.940702,105555069.1490223
2024-04-03 12:09:11,0.1298096020012143,3740865199.4108405,103693393.08371617
2024-04-03 13:02:43,0.12880847237385587,3712545049.8892317,105586826.5821722
2024-04-03 14:08:35,0.12940154554511876,3736391968.6652336,103318466.47504884
2024-04-03 15:09:55,0.129792212977003,3744733937.1985693,100854575.54712527
2024-04-03 16:02:22,0.12867525799388912,3713644168.057828,104247652.32918516
2024-04-03 17:01:34,0.12906019119969175,3722517095.2753363,102412652.7035921
2024-04-03 18:03:54,0.1283086683855791,3701159503.927146,102935195.8362427
2024-04-03 19:01:41,0.12696544598491022,3694156743.923809,107176722.25675407
2024-04-03 20:04:54,0.1267406432115914,3655613718.346162,114184560.57597597
2024-04-03 21:13:22,0.1247726204079484,3614027964.0089927,116446277.2958193
2024-04-03 22:01:53,0.12616745612009458,3624442540.4248424,117113762.4444028
2024-04-03 23:04:35,0.1264058996208593,3646127648.6557207,117030857.0724914
2024-04-04 00:12:13,0.1265006575449356,3642811211.090988,114194314.792731
2024-04-04 01:07:15,0.1271581432534122,3667048872.013962,105065137.42376903
2024-04-04 02:03:42,0.12669798971055413,3654534326.3459606,106994311.75209986
